NationalDatabaseNumber,Species,Region,Country,City-fromstrandingstable,County,State,BodyofWater,LocalityDetail,Latitude,ConversionLAT,LatitudeUnits,LatitudeActualEstimate,Longitude,ConversionLONG,LongitudeUnits,LongitudeActualEstimate,Howlatlongdetermined,ObservationDate,SickFlag,InjuredFlag,OutofHabitatFlag,DeemedHealthyReleasableFlag,AbandonedOrphanedFlag,InaccesibleFlag,LocationHazardoustoAnimal,LocationHazardousPublic,UnknownCBDFlag,ConditionOtherFlag,ConditionOtherDescription,EntangledFlag,Sex,AgeClass
NE-2009-1088579,groenlandica,NE,United States,Green Creek,Cape May,NJ,Atlantic Ocean,Approx. 3/4 mile SW of S. Plantation Dr. on the beach; Delaware Bay,39.064359,39.064359,decimal degrees,estimate,-74.91855,-74.91855,decimal degrees,estimate,Internet,2009-FEB-21,N,N,N,Y,N,N,N,N,N,N,,,UNKNOWN,YEARLING
NE-2009-1088899,groenlandica,NE,United States,Mantoloking,Ocean,NJ,Atlantic Ocean,near East Ave and Williams Place on the beach,40.055436,40.055436,decimal degrees,estimate,-74.045207,-74.045207,decimal degrees,estimate,Internet,2009-FEB-23,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2008-1089479,truncatus,NE,United States,Bethany Beach,Sussex,DE,Atlantic Ocean,"Bethany Beach, The Preserves, Hampton Avenue",38.5417786,38.5417786,decimal degrees,actual,-75.0537917,-75.0537917,decimal degrees,actual,Internet,2008-APR-25,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2009-1087807,grypus,NE,United States,Ortley Beach,Ocean,NJ,Atlantic Ocean,7th Street and the beach,39.954367,39.954367,decimal degrees,estimate,-74.06806,-74.06806,decimal degrees,estimate,Internet,2009-FEB-09,N,Y,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2009-1089469,groenlandica,NE,United States,Long Branch,Monmouth,NJ,Atlantic Ocean,Seven Presidents Park.It was near the main entrance.,40.314131,40.314131,decimal degrees,estimate,-73.976594,-73.976594,decimal degrees,estimate,Internet,2009-FEB-26,Y,N,Y,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2009-1090159,groenlandica,NE,United States,Middle Township,Cape May,NJ,Atlantic Ocean,"approx. 1/3 mile east of the Garden State Parkway along the old Railroad bed; off of ""Slaughter Gut""",39.0218,39.0218,decimal degrees,estimate,-74.848952,-74.848952,decimal degrees,estimate,Internet,2009-MAR-14,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2009-1089701,truncatus,NE,United States,Rumson,Monmouth,NJ,Atlantic Ocean,Near the end of Lafayette St. and the Navasink River,40.376375,40.376375,decimal degrees,estimate,-74.013326,-74.013326,decimal degrees,estimate,Internet,2009-APR-12,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2009-1088387,groenlandica,NE,United States,Holgate,Ocean,NJ,Atlantic Ocean,"near 7000 foot marker on the beach, oceanside",39.514954,39.514954,decimal degrees,estimate,-74.280489,-74.280489,decimal degrees,estimate,Internet,2009-FEB-14,N,N,N,Y,N,N,N,N,N,Y,,,MALE,YEARLING
NE-2009-1088389,grypus,NE,United States,Barnegat Light,Ocean,NJ,Atlantic Ocean,20th Street and the beach,39.746572,39.746572,decimal degrees,actual,-74.108374,-74.108374,decimal degrees,actual,Internet,2009-FEB-16,Y,N,Y,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1088395,vitulina,NE,United States,Sea Bright,Monmouth,NJ,Atlantic Ocean,1099 Ocean Ave. and the beach,40.36175,40.36175,decimal degrees,estimate,-73.971772,-73.971772,decimal degrees,,Internet,2009-FEB-16,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1088397,groenlandica,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,20th Ave and the beach,39.908413,39.908413,decimal degrees,estimate,-74.077637,-74.077637,decimal degrees,estimate,Internet,2009-FEB-21,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1088399,groenlandica,NE,United States,Corsons Inlet State Park,Cape May,NJ,Atlantic Ocean,approx. 0.1 mile south of the beach entrance,39.216271,39.216271,decimal degrees,estimate,-74.639717,-74.639717,decimal degrees,estimate,Internet,2009-FEB-20,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2009-1102861,,NE,United States,Long Branch,Monmouth,NJ,Atlantic Ocean,Seven Presidents Park in Jetty,40.313936,40.313936,decimal degrees,estimate,-73.976014,-73.976014,decimal degrees,estimate,Internet,2009-DEC-08,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2009-1088581,groenlandica,NE,United States,Sandy Hook GNRA,Monmouth,NJ,Atlantic Ocean,approx. 300 yds south of Lot C on the beach; ocean side,40.412602,40.412602,decimal degrees,estimate,-73.978974,-73.978974,decimal degrees,estimate,Internet,2009-FEB-20,N,N,N,Y,N,N,N,N,N,N,,,UNKNOWN,YEARLING
NE-2009-1088903,groenlandica,NE,United States,Beach Haven,Ocean,NJ,Atlantic Ocean,Approximately 2 blocks south of Nelson Ave. on the beach.,39.546034,39.546034,decimal degrees,estimate,-74.251457,-74.251457,decimal degrees,estimate,Internet,2009-FEB-25,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2009-1087835,vitulina,NE,United States,Sea Girt,Monmouth,NJ,Atlantic Ocean,New York Blvd. and the beach,40.133387,40.133387,decimal degrees,estimate,-74.026869,-74.026869,decimal degrees,estimate,Internet,2009-FEB-14,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1090771,groenlandica,NE,United States,Spring Lake,Monmouth,NJ,Atlantic Ocean,Passaic Ave and the beach,40.149683,40.149683,decimal degrees,estimate,-74.021997,-74.021997,decimal degrees,estimate,Internet,2009-MAR-24,N,Y,Y,N,N,N,Y,Y,N,N,,,MALE,ADULT
NE-2009-1091955,grypus,NE,United States,High Bar Harbor,Ocean,NJ,Atlantic Ocean,approx. 1/4 mile north of the beach access at the end of Sunset Blvd.,39.761835,39.761835,decimal degrees,estimate,-74.119077,-74.119077,decimal degrees,estimate,Internet,2009-APR-05,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,YEARLING
NE-2009-1090777,grypus,NE,United States,Ocean Grove,Monmouth,NJ,Atlantic Ocean,near Ocean Pathway on the beach,40.213707,40.213707,decimal degrees,estimate,-74.001372,-74.001372,decimal degrees,estimate,Internet,2009-MAR-30,N,N,N,Y,N,N,N,Y,N,N,,,FEMALE,YEARLING
NE-2009-1090779,grypus,NE,United States,Atlantic City,Atlantic,NJ,Atlantic Ocean,North Carolina Ave and the beach,39.356948,39.356948,decimal degrees,estimate,-74.422438,-74.422438,decimal degrees,estimate,Internet,2009-APR-04,Y,Y,N,N,N,N,Y,Y,N,N,,,FEMALE,YEARLING
NE-2009-1091155,acutorostrata,NE,United States,Point Pleasant Beach,Ocean,NJ,Atlantic Ocean,Michele Lane and the beach,40.078206,40.078206,decimal degrees,estimate,-74.040127,-74.040127,decimal degrees,estimate,Internet,2009-MAY-26,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2009-1090119,groenlandica,NE,United States,New Brunswick,Middlesex,NJ,Atlantic Ocean,5 Memorial Parkway on Rutgers University boat dock,40.488166,40.488166,decimal degrees,estimate,-74.433473,-74.433473,decimal degrees,estimate,Internet,2009-MAR-14,N,N,N,Y,N,N,Y,Y,N,N,,,FEMALE,YEARLING
NE-2009-1090101,delphis,NE,United States,Pierces Point,Cape May,NJ,Atlantic Ocean,at the end of Beach Ave on the beach; Delaware Bay,39.087452,39.087452,decimal degrees,estimate,-74.903285,-74.903285,decimal degrees,estimate,Internet,2009-MAR-12,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2009-1090111,phocoena,NE,United States,Little Egg Harbor Twp,Ocean,NJ,Atlantic Ocean,in a lagoon near the end of Sea Isle Drive,39.5769,39.5769,decimal degrees,estimate,-74.349,-74.349,decimal degrees,estimate,Internet,2009-MAR-13,N,N,N,Y,N,N,N,Y,N,N,,,UNKNOWN,SUBADULT
NE-2009-1091735,grypus,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,24th Ave. and the beach,39.90546,39.90546,decimal degrees,estimate,-74.0783,-74.0783,decimal degrees,estimate,Internet,2009-APR-05,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2009-1089709,groenlandica,NE,United States,Sea Girt,Monmouth,NJ,Atlantic Ocean,"In the dunes near the end of ""The Terrace.""",40.137566,40.137566,decimal degrees,estimate,-74.027095,-74.027095,decimal degrees,estimate,Internet,2009-MAR-03,N,N,N,N,N,N,Y,Y,N,N,,,MALE,YEARLING
NE-2009-1090773,vitulina,NE,United States,Avalon,Cape May,NJ,Atlantic Ocean,22nd Street and the beach,39.09794,39.09794,decimal degrees,estimate,-74.712398,-74.712398,decimal degrees,estimate,Internet,2009-MAR-25,N,N,N,Y,N,N,N,Y,N,N,,,MALE,YEARLING
NE-2009-1090775,groenlandica,NE,United States,Elsinboro Twp,Salem,NJ,Atlantic Ocean,96 Slape Ave. and the beach,39.566265,39.566265,decimal degrees,estimate,-75.512586,-75.512586,decimal degrees,estimate,Internet,2009-MAR-28,Y,N,Y,N,N,N,Y,N,N,N,,,MALE,ADULT
NE-2009-1090173,vitulina,NE,United States,Little Egg Harbor Township,Ocean,NJ,Atlantic Ocean,Fish Island in Great Bay; SE side of island along Pole Thoroughfare,39.508409,39.508409,decimal degrees,estimate,-74.340946,-74.340946,decimal degrees,estimate,Internet,2009-MAR-16,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2009-1090175,grypus,NE,United States,Avalon,Cape May,NJ,Atlantic Ocean,58th Street and the beach,39.07639,39.07639,decimal degrees,estimate,-74.735641,-74.735641,decimal degrees,estimate,Internet,2009-MAR-18,N,Y,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2009-1090177,groenlandica,NE,United States,Neptune Township,Monmouth,NJ,Atlantic Ocean,Shark River; approx. 1/2 mile west of Route 18,40.196875,40.196875,decimal degrees,estimate,-74.062891,-74.062891,decimal degrees,estimate,Internet,2009-MAR-13,Y,N,Y,N,N,N,Y,N,N,N,,,FEMALE,SUBADULT
NE-2009-1090179,grypus,NE,United States,Island Beach State Park,Ocean,NJ,Atlantic Ocean,Between A17 and A18,39.800497,39.800497,decimal degrees,estimate,-74.091942,-74.091942,decimal degrees,estimate,Internet,2009-MAR-18,N,N,N,N,N,N,Y,Y,N,N,,,MALE,YEARLING
NE-2009-1090781,grypus,NE,United States,Belmar,Monmouth,NJ,Atlantic Ocean,10th Ave. and the beach,40.17668,40.17668,decimal degrees,actual,-74.012672,-74.012672,decimal degrees,actual,Internet,2009-MAR-30,N,N,N,Y,N,N,Y,Y,N,N,,,MALE,YEARLING
NE-2009-1090783,vitulina,NE,United States,High Bar Harbor,Ocean,NJ,Atlantic Ocean,approx. 1/2 mile north of the beach access at the end of Sunset Blvd.,39.765866,39.765866,decimal degrees,estimate,-74.119653,-74.119653,decimal degrees,estimate,Internet,2009-APR-02,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2009-1090181,groenlandica,NE,United States,Union Beach,Monmouth,NJ,Atlantic Ocean,near Edmunds Ave and Chingarora Ave on the beach in Keyport Harbor off Sandy Hook Bay,40.450029,40.450029,decimal degrees,estimate,-74.186202,-74.186202,decimal degrees,estimate,Internet,2009-MAR-19,N,N,N,N,N,N,Y,Y,N,N,,,FEMALE,YEARLING
NE-2009-1091179,delphis,NE,United States,Galloway Township,Atlantic,NJ,Atlantic Ocean,on Egg Island in Great Bay,39.482127,39.482127,decimal degrees,estimate,-74.364856,-74.364856,decimal degrees,estimate,Internet,2009-APR-10,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2009-1089953,groenlandica,NE,United States,Barnegat Light,Ocean,NJ,Atlantic Ocean,21st Street and the beach,39.746173,39.746173,decimal degrees,estimate,-74.109016,-74.109016,decimal degrees,estimate,Internet,2009-MAR-05,N,N,N,Y,N,N,N,Y,N,N,,,MALE,YEARLING
NE-2009-1089955,grypus,NE,United States,Stone Harbor,Cape May,NJ,Atlantic Ocean,122nd Street and the beach,39.032673,39.032673,decimal degrees,estimate,-74.771442,-74.771442,decimal degrees,estimate,Internet,2009-MAR-06,N,Y,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1089961,vitulina,NE,United States,Sea Isle City,Cape May,NJ,Atlantic Ocean,78th Street and the beach,39.129866,39.129866,decimal degrees,estimate,-74.705147,-74.705147,decimal degrees,estimate,Internet,2009-MAR-07,N,N,N,N,N,N,Y,Y,N,N,,,FEMALE,YEARLING
NE-2009-1090785,grypus,NE,United States,Allenhurst,Monmouth,NJ,Atlantic Ocean,Neptune Ave. and the beach,40.237964,40.237964,decimal degrees,estimate,-73.994288,-73.994288,decimal degrees,estimate,Internet,2009-APR-04,Y,Y,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2009-1090787,phocoena,NE,United States,Point Pleasant Beach,Ocean,NJ,Atlantic Ocean,New York Ave and the beach,40.087042,40.087042,decimal degrees,estimate,-74.037399,-74.037399,decimal degrees,estimate,Internet,2009-APR-04,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2009-1089963,phocoena,NE,United States,Strathmere,Cape May,NJ,Atlantic Ocean,on boat ramp at Taylor Ave and Whale Creek (Bayside),39.184714,39.184714,decimal degrees,estimate,-74.671866,-74.671866,decimal degrees,estimate,Internet,2009-MAR-09,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2009-1089947,groenlandica,NE,United States,Avalon,Cape May,NJ,Atlantic Ocean,25 yards south of 50th street and the beach,39.081177,39.081177,decimal degrees,estimate,-74.730387,-74.730387,decimal degrees,estimate,Internet,2009-MAR-04,N,N,N,N,N,N,Y,Y,N,N,,,MALE,YEARLING
NE-2009-1090093,groenlandica,NE,United States,Pt. Pleasant,Ocean,NJ,Atlantic Ocean,Next to the ocean between New York and Philadelphia Ave.,40.086211,40.086211,decimal degrees,estimate,-74.03782,-74.03782,decimal degrees,estimate,Internet,2009-MAR-12,Y,N,Y,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2017-1193818,phocoena,NE,United States,Margate City,Atlantic,NJ,Atlantic Ocean,South Iroquois Ave and the beach,39.325429,39.325429,decimal degrees,actual,74.499566,-74.499566,decimal degrees,actual,Internet,2017-FEB-10,N,N,N,N,N,N,N,N,N,N,,,MALE,UNKNOWN
NE-2009-1089959,vitulina,NE,United States,Stone Harbor,Cape May,NJ,Atlantic Ocean,"in the marsh along Ocean Drive, just before the bridge",39.039648,39.039648,decimal degrees,estimate,-74.776242,-74.776242,decimal degrees,estimate,Internet,2009-FEB-28,N,N,N,Y,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1090123,grypus,NE,United States,Lavallette,Ocean,NJ,Atlantic Ocean,Kerr Ave. and the beach,39.976056,39.976056,decimal degrees,estimate,-74.064357,-74.064357,decimal degrees,estimate,Internet,2009-MAR-14,N,Y,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1090171,grypus,NE,United States,Sea Isle City,Cape May,NJ,Atlantic Ocean,Between 71st and 72nd street on the beach,39.134679,39.134679,decimal degrees,estimate,-74.703524,-74.703524,decimal degrees,estimate,Internet,2009-MAR-16,N,N,N,Y,N,N,Y,Y,N,N,,,FEMALE,YEARLING
NE-2009-1091181,delphis,NE,United States,Strathmere,Cape May,NJ,Atlantic Ocean,near North Bayview Drive and West Seacliff Ave on the beach in Strathmere Bay,39.202346,39.202346,decimal degrees,estimate,-74.654385,-74.654385,decimal degrees,estimate,Internet,2009-MAY-02,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2002-1090405,groenlandica,NE,United States,Mantaloking,Ocean,NJ,Atlantic Ocean,on beach in front of 1067 Rt. 35,40.0328,40.0328,decimal degrees,actual,74.0503,-74.0503,decimal degrees,actual,,2002-MAR-11,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2009-1093041,grypus,NE,United States,Ventnor,Atlantic,NJ,Atlantic Ocean,Martindale Ave and the beach,39.330762,39.330762,decimal degrees,estimate,-74.490573,-74.490573,decimal degrees,estimate,Internet,2009-APR-07,N,N,N,Y,N,N,Y,Y,N,N,,,MALE,YEARLING
NE-2009-1093043,phocoena,NE,United States,Neptune City,Monmouth,NJ,Atlantic Ocean,Riverview Ave. and Steiner Ave. on the bank of the river.,40.193182,40.193182,decimal degrees,estimate,-74.030429,-74.030429,decimal degrees,estimate,Internet,2009-APR-10,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1093045,vitulina,NE,United States,Middletown,Monmouth,NJ,Atlantic Ocean,"480 Navesink River Road, on the on the bank of the Navesink River",40.368652,40.368652,decimal degrees,estimate,-74.06172,-74.06172,decimal degrees,estimate,Internet,2009-APR-08,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1094307,grypus,NE,United States,Spray Beach,Ocean,NJ,Atlantic Ocean,23rd Street and the beach,39.57633,39.57633,decimal degrees,estimate,-74.226162,-74.226162,decimal degrees,estimate,Internet,2009-APR-24,N,N,N,Y,N,N,Y,N,N,N,,,MALE,YEARLING
NE-2009-1094303,truncatus,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,9th Street South and the beach,39.401589,39.401589,decimal degrees,estimate,-74.366805,-74.366805,decimal degrees,estimate,Internet,2009-JUL-10,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1094309,vitulina,NE,United States,Egg Harbor Twp.,Atlantic,NJ,Atlantic Ocean,At the base of a fishing pier. Near the Ocean City-Longport bridge,39.307519,39.307519,decimal degrees,estimate,-74.558521,-74.558521,decimal degrees,estimate,Internet,2009-APR-25,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1094311,vitulina,NE,United States,Anglesea,Cape May,NJ,Atlantic Ocean,Anglesea Marsh (bay),39.016267,39.016267,decimal degrees,estimate,-74.800895,-74.800895,decimal degrees,estimate,Internet,2009-APR-26,N,Y,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1094313,truncatus,NE,United States,Manasquan,Monmouth,NJ,Atlantic Ocean,The animal was floating approximately 1/2 mile off of Manasquan,40.115298,40.115298,decimal degrees,actual,-74.022063,-74.022063,decimal degrees,actual,GPS,2009-APR-26,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2009-1092801,groenlandica,NE,United States,Monmouth Beach,Monmouth,NJ,Atlantic Ocean,Riverview Rd. and the Shrewsbury River,40.345471,40.345471,decimal degrees,estimate,-73.977551,-73.977551,decimal degrees,estimate,Internet,2009-APR-07,Y,N,Y,N,N,N,Y,Y,N,N,,,FEMALE,YEARLING
NE-2009-1093871,groenlandica,NE,United States,Matawan,Monmouth,NJ,Atlantic Ocean,Cheesequake State Park-On the bank of Whale Creek,40.445208,40.445208,decimal degrees,estimate,-74.226059,-74.226059,decimal degrees,estimate,Internet,2009-APR-18,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,YEARLING
NE-2009-1094305,grypus,NE,United States,Avalon,Cape May,NJ,Atlantic Ocean,39th Street and the beach,39.086763,39.086763,decimal degrees,estimate,-74.723738,-74.723738,decimal degrees,estimate,Internet,2009-APR-24,N,Y,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2017-1196498,,NE,United States,Milford,Kent,DE,Atlantic Ocean,Delaware Bay Bennets Pier 300 yds. off road,38.4879,38.4879,decimal degrees,actual,75.11909,-75.11909,decimal degrees,actual,GPS,2017-JUN-24,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,
NE-2009-1093035,groenlandica,NE,United States,Sandy Hook,Monmouth,NJ,Atlantic Ocean,Near the entrance to Sandy hook by the jetty.,40.415639,40.415639,decimal degrees,estimate,-73.979407,-73.979407,decimal degrees,estimate,Internet,2009-APR-07,Y,Y,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2009-1093037,grypus,NE,United States,Sandy Hook GNRA,Monmouth,NJ,Atlantic Ocean,"near the park entrance, next to the jetty",40.415439,40.415439,decimal degrees,estimate,-73.979313,-73.979313,decimal degrees,estimate,Internet,2009-APR-07,N,N,N,Y,N,N,N,N,N,N,,,FEMALE,
NE-2009-1092723,acutus,NE,United States,Rumson,Monmouth,NJ,Atlantic Ocean,Berley Point and the Navesink River,40.380649,40.380649,decimal degrees,estimate,-73.992989,-73.992989,decimal degrees,estimate,Internet,2009-APR-06,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,YEARLING
NE-2009-1092721,grypus,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,37th Street and the beach,39.246427,39.246427,decimal degrees,estimate,-74.613027,-74.613027,decimal degrees,estimate,Internet,2009-APR-06,Y,N,N,N,N,N,Y,N,N,N,,,FEMALE,YEARLING
NE-2009-1093861,,NE,United States,Monmouth Beach,Monmouth,NJ,Atlantic Ocean,Near the Two Rivers Water Reclamation Plant on Highland Ave.and Shrewsbury Bay,40.337335,40.337335,decimal degrees,estimate,-73.989797,-73.989797,decimal degrees,estimate,Internet,2009-APR-16,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2009-1093047,grypus,NE,United States,Seaside Heights,Ocean,NJ,Atlantic Ocean,Dupont Ave. and the beach,39.937708,39.937708,decimal degrees,estimate,-74.070858,-74.070858,decimal degrees,estimate,Internet,2009-APR-11,Y,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2009-1093049,grypus,NE,United States,Brick Township,Ocean,NJ,Atlantic Ocean,Bay Ave and Sunset Lane,40.022839,40.022839,decimal degrees,estimate,-74.05331,-74.05331,decimal degrees,estimate,Internet,2009-APR-12,N,Y,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2009-1093051,vitulina,NE,United States,Rumson,Monmouth,NJ,Atlantic Ocean,On the Rumson boat ramp near Two Rivers Ave,40.376504,40.376504,decimal degrees,estimate,-73.999776,-73.999776,decimal degrees,estimate,Internet,2009-APR-12,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2009-1096625,,NE,United States,Red Bank,Monmouth,NJ,Atlantic Ocean,On the bank of swimming river (a tributary of the Navesink River).,40.323878,40.323878,decimal degrees,estimate,-74.095245,-74.095245,decimal degrees,estimate,Internet,2009-APR-26,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,YEARLING
NE-2009-1096677,truncatus,NE,United States,Sea Isle City,Cape May,NJ,Atlantic Ocean,22nd Street and the beach,39.167914,39.167914,decimal degrees,estimate,-74.680487,-74.680487,decimal degrees,estimate,Internet,2009-AUG-14,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2009-1096627,vitulina,NE,United States,Waretown,Ocean,NJ,Atlantic Ocean,200ft (est) south of the end of Westcott Ave. and Barnegat Bay,39.781225,39.781225,decimal degrees,estimate,-74.186464,-74.186464,decimal degrees,estimate,Internet,2009-APR-27,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,YEARLING
NE-2009-1096675,truncatus,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,60th Street and the beach just north of the beach access road,39.218035,39.218035,decimal degrees,estimate,-74.638226,-74.638226,decimal degrees,estimate,Internet,2009-AUG-08,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2009-1096513,,NE,United States,Ocean Township,Ocean,NJ,Atlantic Ocean,Sedge Island near the ICW marker #28 red,39.787304,39.787304,decimal degrees,estimate,-74.11917,-74.11917,decimal degrees,estimate,Internet,2009-MAY-08,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2009-1094755,grypus,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,6th Street south and the beach,39.403394,39.403394,decimal degrees,estimate,-74.36501,-74.36501,decimal degrees,estimate,Internet,2009-MAY-03,N,Y,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2017-1196420,,NE,United States,South Bethany,Sussex,DE,Atlantic Ocean,Near York Beach Crossing,38.509242,38.509242,decimal degrees,estimate,75.052341,-75.052341,decimal degrees,estimate,Internet,2017-MAY-30,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,
NE-2009-1099361,truncatus,NE,United States,Spring Lake,Monmouth,NJ,Atlantic Ocean,Union Ave and the beach,40.140954,40.140954,decimal degrees,estimate,-74.02493,-74.02493,decimal degrees,estimate,Internet,2009-JUL-01,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2009-1098155,truncatus,NE,United States,Mantaloking,Ocean,NJ,Atlantic Ocean,Albertson St. and the beach,40.028611,40.028611,decimal degrees,estimate,-74.051963,-74.051963,decimal degrees,estimate,Internet,2009-MAY-29,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2009-1098605,vitulina,NE,United States,Rumson,Monmouth,NJ,Atlantic Ocean,Widgeon Point on the Shrewbury River,40.35324,40.35324,decimal degrees,estimate,-73.997845,-73.997845,decimal degrees,estimate,Internet,2009-APR-21,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,YEARLING
